id|gender|age|height|edu|salary|nation|car|house|body|face|hair|smoke|drink|child|parent|bmi|where2|where0|where1|marriage0|marriage1|look0|look1|cluster
35089226|M|29|162|3|0.0|1|0|0|-1.0|0|3.0|1|0|1|0|-1.0|0|0|0|0|0|0|0|5
2067913|M|28|162|3|1.0|1|-1|0|-1.0|0|5.0|3|1|1|1|22.0|0|0|0|0|0|0|0|5
41094130|M|24|167|1|0.0|1|-1|0|0.0|1|3.0|3|1|1|0|27.5|3|1|0|0|0|0|0|0
13609636|M|31|162|1|0.0|1|0|0|-1.0|0|5.0|1|-1|-1|0|24.0|1|-1|-1|0|0|1|0|4
4020461|M|35|165|3|0.0|1|-1|0|1.0|0|5.0|3|1|1|0|30.0|3|0|-1|0|0|1|0|4
2397796|M|35|155|3|-1.0|0|-1|0|1.0|0|5.0|1|0|1|0|24.0|2|0|0|0|0|0|0|5
3412699|M|37|170|3|-1.0|1|-1|0|0.0|0|0.0|3|1|1|-1|22.5|4|0|-1|0|0|0|0|4
15128474|M|32|163|3|0.0|0|0|0|0.0|0|5.0|3|1|1|0|-1.0|3|-1|-1|0|0|1|0|4
23653575|M|31|160|2|1.0|1|1|0|0.0|0|3.0|3|-1|0|0|24.0|3|1|0|0|0|0|1|1
21406147|M|28|168|2|0.0|1|0|0|0.0|0|3.0|3|0|0|0|-1.0|0|0|0|0|0|1|0|5
31138442|M|31|160|3|1.0|1|-1|0|0.0|0|3.0|1|0|1|0|26.5|3|-1|-1|0|0|0|1|4
21521360|M|28|154|3|-1.0|1|-1|0|-1.0|0|3.0|1|1|0|-1|-1.0|0|0|0|0|0|0|0|3
13901781|M|27|160|1|0.0|1|0|0|0.0|0|0.0|1|0|0|0|27.0|1|0|-1|0|0|0|0|3
3646128|M|33|158|5|0.0|1|-1|0|0.0|0|0.0|0|0|0|0|24.0|0|0|0|0|0|0|0|3
28410974|M|56|160|1|0.0|0|0|0|0.0|0|0.0|0|0|0|0|-1.0|0|0|0|1|0|0|0|2
15894420|M|30|161|1|-1.0|1|-1|0|0.0|0|5.0|0|-1|0|1|-1.0|1|1|0|1|0|0|0|3
16141933|M|30|162|3|2.0|1|1|1|1.0|0|2.0|3|-1|1|-1|25.0|3|1|1|0|0|0|1|1
5338058|M|30|165|3|0.0|1|-1|0|0.0|0|5.0|3|1|1|0|27.0|3|1|0|0|0|1|0|5
4226739|M|33|173|3|0.0|1|-1|0|-1.0|0|5.0|1|1|0|0|29.0|3|1|0|0|0|0|0|5
5107414|M|39|160|2|0.0|1|-1|0|-1.0|0|5.0|1|0|1|0|23.0|4|0|-1|0|0|0|0|4
1553739|M|37|160|2|1.0|1|-1|0|0.0|1|3.0|0|1|1|1|24.5|1|0|-1|0|0|0|1|0
18857640|M|30|164|2|0.0|1|0|0|-1.0|0|5.0|1|0|0|0|22.0|3|-1|-1|0|0|0|0|4
21105538|M|31|161|3|0.0|1|-1|0|1.0|0|5.0|3|1|1|0|-1.0|3|0|1|0|0|1|0|5
18030581|M|32|160|3|0.0|1|-1|0|0.0|0|5.0|1|-1|1|0|25.0|3|1|0|0|0|1|0|5
67669193|M|28|169|3|0.0|1|-1|0|-1.0|0|3.0|3|1|1|0|-1.0|1|0|1|0|0|0|0|5
33452341|M|23|156|2|-1.0|0|0|0|0.0|0|5.0|3|0|0|1|23.5|0|0|0|0|0|0|0|5
49489306|M|30|158|1|0.0|0|-1|0|0.0|1|2.0|1|0|1|1|23.5|1|0|-1|1|1|0|1|2
2740218|M|30|165|2|0.0|1|-1|0|0.0|0|5.0|3|0|0|-1|25.0|0|0|0|0|0|0|0|5
16183672|M|31|166|3|0.0|1|0|0|-1.0|0|5.0|3|1|0|0|22.0|0|0|0|0|0|0|0|5
12587797|M|28|175|2|-1.0|0|0|0|0.0|0|3.0|1|1|0|0|20.666666666666668|0|0|0|0|0|0|0|3
23600618|M|30|160|1|1.0|1|-1|0|0.0|0|5.0|1|1|1|0|24.0|3|0|0|0|0|0|0|4
15417973|M|32|168|2|0.0|1|-1|0|0.0|0|0.0|1|-1|0|0|28.0|0|0|0|0|0|0|0|3
1461923|M|46|161|5|0.0|1|-1|1|0.0|0|0.0|0|0|0|0|25.5|3|1|1|1|1|0|0|2
11933026|M|28|165|3|1.0|1|-1|0|0.0|0|3.0|1|0|1|0|27.0|0|0|0|0|0|0|1|5
12338294|M|26|160|1|0.0|1|-1|0|0.0|0|5.0|1|0|1|0|25.0|0|0|0|0|0|1|0|5
1118060|M|31|156|2|0.0|1|-1|1|0.0|0|0.0|0|0|0|-1|-1.0|1|0|-1|0|0|0|0|3
1132688|M|42|160|3|0.0|1|-1|1|0.0|0|0.0|0|0|0|0|24.0|1|-1|1|1|0|0|0|2
18602834|M|29|160|1|0.0|1|-1|0|0.0|1|3.0|3|0|1|1|-1.0|4|0|-1|0|0|0|0|0
35882783|M|34|163|1|0.0|1|-1|0|-1.0|0|3.0|-1|1|0|-1|22.5|0|0|0|0|0|1|1|5
20316947|M|36|157|1|-1.0|1|0|0|0.0|0|5.0|0|1|1|0|23.0|1|0|0|1|0|1|0|5
2023763|M|34|161|5|0.0|1|1|1|-1.0|1|5.0|3|-1|1|0|23.5|3|0|-1|0|0|0|1|1
2694297|M|34|160|2|0.0|1|-1|0|0.0|0|0.0|0|0|1|0|24.0|3|1|0|0|0|0|0|3
1889935|M|31|155|2|-1.0|1|0|0|0.0|0|0.0|0|0|0|0|21.5|1|1|0|0|0|0|0|3
4702550|M|35|160|3|0.0|1|-1|1|0.0|0|5.0|1|1|1|0|-1.0|0|0|0|0|0|0|0|1
33472206|M|30|155|2|0.0|1|-1|0|-1.0|0|2.0|-1|0|0|0|-1.0|2|0|1|1|0|0|0|3
2138316|M|32|161|3|-1.0|1|-1|0|0.0|0|5.0|1|1|0|0|24.5|3|-1|1|0|0|0|0|5
37151606|M|41|155|1|-1.0|0|0|0|0.0|0|0.0|0|0|0|0|-1.0|1|-1|-1|1|0|0|0|3
25850034|M|28|173|2|0.0|1|0|0|-1.0|0|5.0|0|0|0|0|25.0|2|1|0|0|0|1|0|5
32529476|M|26|155|1|-1.0|1|-1|0|0.0|0|3.0|3|1|0|0|24.5|3|0|0|0|0|0|0|5
3018930|M|30|163|3|-1.0|0|-1|0|0.0|0|0.0|0|1|0|0|27.5|1|0|-1|0|0|0|0|3
47624439|M|31|160|3|0.0|0|-1|0|-1.0|0|2.0|3|1|0|0|23.0|1|0|-1|0|0|1|0|4
34264630|M|29|160|2|1.0|1|0|0|0.0|0|0.0|1|1|1|1|-1.0|4|0|-1|0|0|0|0|4
4535944|M|32|164|2|0.0|1|-1|1|1.0|0|5.0|1|0|1|1|-1.0|2|1|0|0|0|0|1|1
29883359|M|32|167|3|0.0|1|-1|1|-1.0|0|3.0|3|1|1|0|-1.0|3|-1|-1|0|0|1|0|1
29056113|M|27|163|1|0.0|1|-1|0|0.0|0|5.0|1|0|1|-1|24.5|0|0|0|0|0|1|0|5
14388308|M|31|163|2|0.0|0|0|0|0.0|0|0.0|0|0|0|0|24.0|3|0|0|0|0|0|0|3
4468840|M|28|165|3|0.0|1|-1|0|-1.0|0|5.0|3|1|1|-1|22.5|3|0|0|0|0|0|1|5
11480758|M|32|173|3|-1.0|1|-1|0|-1.0|0|3.0|3|1|1|0|32.5|3|1|0|0|0|0|0|5
15426146|M|33|154|3|-1.0|1|-1|1|0.0|0|3.0|3|1|1|0|24.0|1|-1|-1|0|0|0|0|1
3660742|M|28|162|2|-1.0|1|-1|1|0.0|0|5.0|3|0|1|-1|26.0|3|1|0|0|0|0|0|1
2521114|M|41|160|2|0.0|1|-1|0|-1.0|0|3.0|1|1|0|0|23.0|0|0|0|1|0|0|0|2
40669381|M|26|164|3|0.0|1|-1|0|-1.0|0|3.0|1|1|1|0|24.0|3|1|0|0|0|0|1|5
3647253|M|39|163|2|-1.0|1|-1|0|-1.0|0|5.0|1|1|0|0|26.5|3|0|-1|1|1|0|0|2
5429103|M|54|163|2|0.0|1|-1|1|1.0|1|2.0|1|1|-1|0|32.0|2|1|0|1|1|0|0|2
2264393|M|36|160|5|1.0|1|-1|0|0.0|0|0.0|0|0|0|0|24.0|4|0|-1|0|0|0|0|3
11578339|M|33|160|2|0.0|1|0|0|0.0|0|2.0|1|0|1|1|24.5|0|0|0|0|0|0|0|5
3023184|M|31|156|2|0.0|1|-1|1|0.0|0|3.0|1|0|1|0|25.0|0|0|0|0|0|1|1|1
14867206|M|29|160|1|0.0|1|-1|0|0.0|0|5.0|3|1|1|0|23.5|1|0|0|0|0|1|0|5
5214608|M|32|163|2|-1.0|1|-1|0|1.0|0|5.0|1|0|1|-1|29.0|1|1|0|0|0|0|0|5
4719176|M|32|161|3|0.0|1|-1|1|-1.0|0|5.0|1|0|1|1|25.0|3|1|1|0|0|0|0|1
16168215|M|32|162|3|0.0|1|0|0|0.0|0|0.0|3|1|0|0|-1.0|0|0|0|0|0|0|0|3
14984393|M|28|162|2|0.0|1|0|0|0.0|0|5.0|3|1|1|1|25.5|4|0|-1|0|0|0|0|4
36897704|M|27|160|2|0.0|1|-1|0|0.0|0|3.0|1|1|1|0|22.5|3|0|0|0|0|0|0|5
3349235|M|31|170|3|-1.0|1|0|0|-1.0|0|0.0|0|0|0|0|27.5|2|0|0|0|0|0|0|3
2107420|M|31|164|2|0.0|1|1|1|-1.0|1|3.0|3|1|1|0|23.0|3|1|0|0|0|0|1|0
14808273|M|29|157|3|0.0|1|-1|1|0.0|0|5.0|1|0|1|-1|22.5|0|0|0|0|0|0|0|1
14448006|M|28|165|3|-1.0|1|0|0|0.0|0|5.0|0|-1|0|0|24.5|3|0|0|0|0|0|1|3
7421286|M|30|165|3|0.0|1|-1|0|-1.0|0|3.0|1|0|1|-1|25.0|3|0|0|0|0|1|0|5
22807223|M|37|160|3|2.0|1|0|1|0.0|0|5.0|1|1|1|0|26.5|0|0|0|0|0|0|1|1
5295998|M|29|168|2|-1.0|1|-1|0|1.0|0|5.0|1|0|1|1|30.0|1|0|0|0|0|0|0|5
17020229|M|31|163|3|0.0|0|-1|0|-1.0|0|5.0|3|1|1|0|26.0|1|1|0|0|0|0|0|5
12236602|M|32|160|2|0.0|1|1|0|1.0|0|2.0|0|0|1|1|-1.0|0|0|0|0|0|0|0|3
24556833|M|37|170|3|1.0|1|-1|0|-1.0|0|5.0|1|0|1|1|24.0|0|0|0|0|0|0|0|5
1312872|M|34|170|3|-1.0|1|-1|0||0|0.0|0|0|0|0|29.0|3|-1|-1|0|0|0|0|3
20611867|M|30|171|3|0.0|1|-1|0|-1.0|0|5.0|3|0|1|1|26.5|3|1|0|0|0|1|0|5
19548506|M|28|164|2|-1.0|1|-1|0|0.0|0|5.0|1|-1|0|-1|23.5|0|0|0|0|0|0|0|5
16091103|M|26|177|2|0.0|1|-1|0|0.0|0|5.0|1|-1|1|0|20.0|3|-1|1|0|0|1|0|5
22023395|M|29|162|2|0.0|1|-1|0|-1.0|0|5.0|1|1|0|-1|24.5|4|0|-1|0|0|1|0|4
17923330|M|38|161|2|-1.0|1|-1|0|-1.0|0|5.0|1|1|0|0|25.0|3|0|0|0|0|0|0|5
12477292|M|31|160|1|0.0|1|-1|0|-1.0|0|5.0|3|0|1|1|25.5|3|0|-1|0|0|0|1|4
20758115|M|30|166|3|0.0|1|-1|0|-1.0|0|5.0|1|1|1|1|26.0|3|0|0|0|0|0|0|5
15251377|M|26|170|3|-1.0|1|-1|0|-1.0|0|5.0|3|0|0|0|26.5|2|1|1|0|0|1|0|5
15632732|M|35|155|1|-1.0|0|0|0|1.0|0|3.0|0|0|1|0|-1.0|1|0|-1|0|0|1|0|3
2935480|M|34|161|2|-1.0|0|-1|0|0.0|0|5.0|1|1|1|0|25.5|3|1|1|0|0|0|0|5
14086395|M|33|169|3|1.0|1|-1|0|0.0|0|2.0|1|-1|0|0|25.0|0|0|0|0|0|0|0|3
2039632|M|35|162|3|0.0|0|-1|0|1.0|0|0.0|0|0|0|0|30.0|0|0|0|0|0|0|0|3
23842789|M|29|167|3|0.0|1|-1|0|0.0|0|5.0|3|1|1|0|26.0|3|-1|-1|0|0|1|0|4
49377267|M|27|168|2|1.0|1|-1|0|-1.0|0|5.0|1|-1|1|-1|27.5|3|1|0|0|0|0|1|5
13954567|M|31|167|3|0.0|1|-1|0|0.0|0|5.0|3|1|1|0|28.0|0|0|0|0|0|1|0|5
12686926|M|24|164|1|1.0|1|-1|0|-1.0|0|5.0|3|-1|1|1|24.0|2|1|0|0|0|0|1|5
29607071|M|25|155|1|-1.0|1|-1|0|0.0|0|3.0|3|1|1|1|-1.0|1|-1|-1|0|0|0|0|4
13062697|M|27|161|1|1.0|1|1|0|1.0|0|3.0|1|0|-1|1|25.0|3|1|0|0|0|1|0|3
21410676|M|32|166|1|-1.0|1|-1|0|0.0|0|5.0|3|1|0|0|-1.0|2|0|0|0|0|0|0|5
3638915|M|32|158|3|-1.0|1|-1|0|0.0|0|5.0|3|1|1|0|22.5|3|0|0|0|0|0|0|5
11651325|M|29|156|3|0.0|1|-1|0|0.0|0|5.0|1|0|1|0|23.0|3|1|0|0|0|0|0|5
33920331|M|25|158|1|0.0|1|0|0|0.0|0|5.0|1|0|1|0|-1.0|3|-1|-1|0|0|0|0|4
21431804|M|47|160|1|-1.0|1|-1|0|1.0|0|3.0|0|0|0|1|-1.0|3|1|1|1|1|1|0|2
21020159|M|30|163|3|0.0|1|-1|0|0.0|0|5.0|1|1|1|0|-1.0|2|1|0|0|0|0|0|5
25931898|M|38|163|3|1.0|1|0|1|-1.0|0|5.0|3|0|0|0|24.0|3|1|0|0|0|1|0|1
3459604|M|27|168|3|0.0|1|-1|0|1.0|1|3.0|-4|1|1|-1|27.5|4|0|-1|0|0|0|0|0
14982885|M|30|158|2|0.0|1|-1|0|0.0|0|5.0|3|0|1|0|23.5|0|0|0|0|0|0|0|5
15614662|M|33|160|2|0.0|1|0|0|0.0|0|5.0|1|0|1|1|23.0|3|1|0|0|0|0|1|5
11945950|M|33|163|2|1.0|1|1|1|-1.0|0|3.0|3|0|1|0|25.0|0|0|0|0|0|0|0|1
30873253|M|28|171|3|1.0|1|1|1|1.0|0|5.0|3|0|1|-1|-1.0|0|0|0|0|0|1|1|1
14774809|M|28|160|2|-1.0|1|0|0|0.0|0|0.0|0|0|0|0|-1.0|1|0|0|0|0|0|0|3
11667460|M|27|165|2|0.0|1|-1|1|-1.0|0|2.0|1|0|1|0|25.0|0|0|0|0|0|0|1|1
27173102|M|33|165|1|-1.0|1|0|0|-1.0|0|5.0|3|1|0|0|24.0|1|1|0|1|0|0|0|5
4683031|M|41|164|2|0.0|1|0|1|1.0|0|5.0|1|-1|1|0|33.0|3|1|1|1|1|1|1|2
1179136|M|35|156|3|2.0|1|1|0||0|0.0|0|0|0|0|22.5|3|1|0|1|1|0|0|2
1753675|M|26|158|2|-1.0|1|-1|0|0.0|0|0.0|0|0|0|0|22.0|1|0|-1|0|0|0|0|3
2096069|M|30|160|2|0.0|1|-1|0|0.0|0|5.0|1|0|0|0|25.0|4|0|-1|0|0|1|1|4
5073604|M|32|163|3|0.0|1|-1|1|0.0|0|5.0|1|0|0|-1|25.0|3|-1|1|0|0|0|0|1
4872397|M|30|168|2|-1.0|1|-1|0|1.0|0|5.0|3|1|1|-1|-1.0|3|1|0|0|0|0|0|5
2940690|M|26|155|2|0.0|1|-1|0|0.0|0|5.0|3|0|1|0|24.0|0|0|0|0|0|1|0|5
24983924|M|32|155|2|0.0|1|0|0|0.0|0|5.0|1|1|1|0|-1.0|3|0|-1|0|0|0|0|4
2416949|M|35|165|3|0.0|1|0|0|0.0|0|0.0|0|0|0|0|26.5|0|0|0|0|0|0|0|3
19658515|M|26|165|2|-1.0|1|0|0|0.0|0|5.0|3|1|1|1|25.0|3|1|0|0|0|0|0|5
18462274|M|29|160|2|0.0|1|-1|0|0.0|0|5.0|1|0|1|0|22.5|4|0|-1|0|0|0|1|4
1296370|M|34|162|3|-1.0|1|-1|0|0.0|1|2.0|3|1|-1|0|30.0|3|0|0|0|0|1|1|0
17974779|M|29|162|2|-1.0|0|0|0|0.0|0|0.0|0|0|0|0|-1.0|1|0|1|0|0|0|0|3
16745214|M|34|169|2|1.0|1|1|0|0.0|1|5.0|1|0|0|0|-1.0|0|0|0|1|1|1|1|2
24229364|M|30|167|4|-1.0|1|0|0|1.0|1|3.0|3|1|1|1|28.0|1|0|-1|0|0|0|1|0
24558796|M|34|160|1|0.0|1|0|0|1.0|0|5.0|1|1|0|0|-1.0|3|1|0|1|0|0|0|5
64521209|M|26|160|2|0.0|1|-1|0|0.0|0|5.0|3|0|0|-1|-1.0|3|1|1|0|0|0|0|5
23668497|M|32|160|1|1.0|1|-1|0|-1.0|1|2.0|1|0|0|1|-1.0|2|1|0|1|1|0|0|2
13775306|M|35|162|3|-1.0|0|0|0|0.0|0|5.0|0|0|0|0|-1.0|1|0|-1|0|0|0|1|3
12094491|M|36|165|1|-1.0|1|0|0|0.0|0|5.0|1|1|1|0|25.0|2|1|0|1|0|1|0|5
25213514|M|26|164|3|-1.0|0|-1|0|1.0|0|5.0|1|0|0|0|23.0|4|0|-1|0|0|1|0|4
85251379|M|23|160|2|0.0|1|0|0|-1.0|0|5.0|1|1|1|0|-1.0|1|0|0|0|0|0|0|5
6244359|M|27|168|3|-1.0|0|-1|0|0.0|0|5.0|3|1|0|0|26.5|3|1|1|0|0|0|0|5
5235197|M|35|162|3|0.0|1|0|0|0.0|0|0.0|0|0|0|0|-1.0|3|1|0|0|0|0|0|3
2629308|M|29|161|2|-1.0|1|-1|0|0.0|0|2.0|1|0|0|0|23.0|1|0|-1|0|0|1|0|4
4298521|M|32|163|5|0.0|0|0|0|0.0|0|5.0|3|0|0|0|27.5|3|0|0|0|0|0|0|3
5260206|M|28|165|2|-1.0|1|-1|0|1.0|0|5.0|1|-1|1|1|27.5|3|1|0|0|0|0|0|5
4316400|M|30|160|2|-1.0|1|-1|0|0.0|0|2.0|1|0|0|0|24.0|1|1|0|0|0|0|0|3
1171636|M|31|170|2|1.0|1|-1|0|0.0|0|0.0|3|0|1|1|31.5|0|0|0|0|0|0|0|5
4172860|M|29|158|2|-1.0|1|0|0|0.0|0|5.0|0|0|0|0|22.5|4|0|-1|0|0|0|0|4
12113916|M|29|160|2|-1.0|1|-1|0|0.0|0|5.0|3|1|1|0|23.5|1|1|0|0|0|1|0|5
16175387|M|31|168|2|-1.0|1|-1|0|0.0|0|5.0|-1|-1|0|0|25.0|0|0|0|0|0|0|0|3
15293017|M|38|171|1|-1.0|0|-1|0|1.0|0|5.0|1|-1|1|0|-1.0|2|-1|1|0|0|1|1|5
3449285|M|45|160|1|-1.0|1|-1|0|0.0|0|3.0|3|-1|0|0|27.5|2|-1|1|1|1|1|1|2
5295935|M|29|174|3|-1.0|1|-1|0|-1.0|0|5.0|3|1|1|-1|18.333333333333332|3|1|0|0|0|1|0|5
19046025|M|31|158|2|0.0|0|0|0|0.0|0|0.0|0|0|0|0|-1.0|1|0|-1|0|0|0|0|3
2314071|M|32|158|2|0.0|1|-1|0|0.0|0|0.0|0|0|0|0|22.0|4|0|-1|0|0|0|0|3
3062993|M|33|156|5|-1.0|1|-1|0|0.0|0|0.0|0|0|0|0|24.5|1|-1|1|0|0|0|0|3
2309716|M|36|172|2|-1.0|1|-1|0|0.0|0|5.0|1|1|0|0|28.0|3|-1|1|0|0|0|0|5
12258757|M|31|163|4|0.0|1|-1|0|1.0|0|3.0|1|0|1|1|25.0|3|-1|1|1|1|1|1|2
32886832|M|22|160|2|-1.0|1|-1|0|1.0|0|2.0|3|1|1|1|30.0|4|0|-1|0|0|0|1|4
29258255|M|25|162|1|1.0|1|1|1|0.0|0|5.0|3|1|0|0|-1.0|0|0|0|0|0|1|0|1
3795445|M|28|165|3|0.0|1|-1|0|0.0|1|5.0|1|1|1|1|27.5|3|1|1|0|0|0|1|0
34843829|M|26|160|3|0.0|1|0|0|1.0|0|5.0|1|0|0|0|-1.0|1|0|1|0|0|0|0|3
3486062|M|32|168|3|-1.0|1|-1|0|-1.0|0|2.0|3|-1|1|0|24.0|2|1|0|0|0|0|1|5
1761387|M|27|166|2|-1.0|1|-1|0|1.0|0|5.0|3|0|1|1|32.5|3|1|0|0|0|1|1|5
5193533|M|29|170|2|0.0|0|0|0|-1.0|0|5.0|1|0|1|1|30.0|1|0|0|0|0|1|0|5
39016992|M|32|162|2|-1.0|1|1|1|0.0|0|5.0|3|1|0|-1|-1.0|1|1|1|1|0|0|0|1
1360949|M|32|168|3|0.0|1|1|0|0.0|0|5.0|3|-1|0|0|27.0|2|0|1|0|0|0|0|5
7455357|M|29|168|2|0.0|1|-1|0|1.0|0|5.0|-1|0|0|-1|30.0|0|0|0|0|0|1|1|5
17660550|M|31|163|2|0.0|1|-1|0|0.0|0|2.0|3|0|1|0|27.0|4|0|-1|0|0|0|0|4
14272850|M|29|156|7|-1.0|0|-1|0|0.0|0|0.0|0|1|0|0|21.0|0|0|0|0|0|0|0|3
11943831|M|35|160|3|1.0|1|-1|1|0.0|0|5.0|3|0|1|-1|25.0|4|0|-1|0|0|0|1|1
16469165|M|27|163|1|-1.0|1|-1|0|-1.0|0|3.0|1|-1|1|0|22.0|1|0|0|0|0|0|0|5
1628959|M|30|160|3|0.0|1|-1|1|1.0|0|0.0|0|0|0|0|25.0|4|0|-1|0|0|0|0|1
14886493|M|25|163|2|0.0|0|-1|0|-1.0|0|3.0|1|-1|-1|-1|22.5|0|0|0|1|1|0|1|2
19988393|M|34|161|2|0.0|1|-1|0|-1.0|0|2.0|3|1|0|1|24.5|2|1|0|0|0|0|0|5
12734045|M|25|163|2|0.0|1|-1|0|-1.0|0|5.0|1|0|0|1|21.0|0|0|0|0|0|0|0|5
28673332|M|29|170|2|0.0|1|0|0|0.0|0|0.0|0|0|0|0|-1.0|0|0|0|0|0|0|0|3
40446301|M|28|165|2|0.0|1|-1|0|0.0|0|5.0|3|1|1|0|26.0|2|1|0|0|0|1|0|5
1878985|M|30|159|2|0.0|1|-1|0|0.0|0|3.0|1|1|1|0|24.5|4|0|-1|0|0|0|1|4
3989086|M|29|162|2|0.0|1|-1|0|0.0|0|5.0|0|0|0|0|24.5|1|1|0|0|0|0|0|5
1915883|M|31|160|2|0.0|1|0|0|1.0|0|0.0|0|0|0|0|24.5|3|0|-1|0|0|0|0|3
12918610|M|32|164|2|0.0|1|0|0|0.0|0|5.0|1|0|1|0|-1.0|3|0|-1|0|0|0|0|4
16027998|M|33|160|2|0.0|1|-1|0|0.0|0|3.0|1|1|1|1|30.0|3|1|0|0|0|0|1|5
4066700|M|35|164|2|2.0|0|1|1|0.0|0|2.0|0|1|1|0|27.5|0|0|0|1|0|1|1|1
3644416|M|29|160|3|-1.0|0|0|0|0.0|0|0.0|0|0|0|0|-1.0|3|1|0|0|0|0|0|3
21790708|M|25|157|2|-1.0|1|0|0|0.0|0||0|0|0|0|-1.0|3|1|0|0|0|0|0|3
11908504|M|29|161|2|-1.0|1|-1|0|-1.0|0|5.0|1|1|1|0|22.5|3|1|0|0|0|0|0|5
4514765|M|37|170|2|0.0|1|-1|1|0.0|0|5.0|3|1|0|0|30.0|2|0|1|1|0|0|0|1
16650980|M|28|165|3|0.0|1|-1|0|1.0|0|3.0|3|0|1|1|30.0|1|1|1|0|0|1|0|5
25689339|M|28|160|2|0.0|1|-1|0|0.0|0|5.0|1|0|1|1|23.0|3|1|0|0|0|0|0|5
27942747|M|28|163|3|-1.0|1|-1|0|1.0|0|5.0|3|1|1|1|-1.0|2|1|0|0|0|1|0|5
11847852|M|40|165|3|0.0|1|-1|0|-1.0|1|5.0|-1|1|0|1|24.0|4|0|-1|1|1|0|1|2
7708106|M|30|165|2|0.0|1|-1|0|-1.0|0|5.0|1|1|1|0|24.5|3|1|0|0|0|1|1|5
59580226|M|21|163|1|0.0|0|-1|0|1.0|0|3.0|3|1|1|0|27.5|1|0|-1|0|0|0|0|4
33655528|M|33|163|1|0.0|1|0|0|0.0|0|5.0|1|-1|1|0|25.5|0|0|0|0|0|1|0|5
1481897|M|36|175|2|0.0|1|-1|1|0.0|0|0.0|0|0|0|0|21.666666666666668|3|0|0|0|0|0|0|1
27233296|M|28|160|1|-1.0|1|-1|0|0.0|0|5.0|3|1|0|-1|23.0|4|0|-1|0|0|0|0|4
58883609|M|23|158|2|0.0|1|1|0|1.0|0|3.0|3|1|1|1|-1.0|0|0|0|1|0|1|0|5
12863568|M|28|161|1|0.0|1|-1|0|1.0|0|3.0|1|0|1|0|28.0|0|0|0|0|0|0|0|5
2775947|M|32|160|2|-1.0|1|-1|0|0.0|0|5.0|1|0|1|0|26.0|0|0|0|0|0|0|0|5
14246014|M|45|165|3|2.0|1|1|1|1.0|0|3.0|-4|0|1|1|37.5|3|1|0|0|0|1|1|1
41316581|M|28|162|2|0.0|0|0|0|-1.0|0|0.0|0|0|1|0|24.0|3|0|0|0|0|0|0|3
3247892|M|35|165|3|-1.0|1|-1|0|0.0|0|3.0|3|1|1|0|27.0|2|0|1|0|0|1|0|5
3768788|M|30|165|2|0.0|1|-1|0|0.0|0|5.0|3|-1|1|0|27.0|1|0|-1|0|0|0|0|4
2312476|M|33|168|2||1|-1|0|0.0|0|5.0|3|-1|0|0|27.0|0|0|0|0|0|0|0|5
2043654|M|36|158|2|0.0|1|1|0|0.0|0|0.0|0|0|0|0|24.0|3|0|-1|0|0|0|0|3
52920283|M|30|160|2|0.0|0|-1|0|0.0|1|5.0|-1|0|0|0|-1.0|2|0|1|0|0|0|0|0
18913211|M|27|175|2|-1.0|1|-1|0|-1.0|0|5.0|1|0|1|0|20.0|2|-1|1|0|0|1|1|5
25251557|M|28|160|2|0.0|0|-1|0|-1.0|0|5.0|3|1|1|1|22.5|3|0|-1|0|0|0|0|4
5066014|M|28|164|2|0.0|1|-1|0|-1.0|0|3.0|3|0|1|0|25.0|0|0|0|0|0|0|0|5
4928784|M|31|164|2|1.0|1|-1|0|-1.0|0|5.0|3|1|1|0|25.0|3|1|0|0|0|0|1|5
31547238|M|26|158|2|-1.0|1|-1|0|-1.0|0|5.0|1|0|1|-1|19.0|1|-1|1|0|0|0|0|5
12628260|M|30|170|3|-1.0|1|-1|0|0.0|0|5.0|3|0|1|-1|30.0|1|0|0|0|0|1|0|5
28960848|M|24|169|1|-1.0|1|-1|0|-1.0|0|5.0|1|0|1|1|-1.0|1|0|-1|0|0|0|0|4
11491831|M|32|166|3|0.0|1|-1|0|0.0|0|5.0|1|1|1|0|27.5|3|-1|-1|0|0|0|0|4
13783166|M|42|163|1|-1.0|1|-1|0|0.0|1|5.0|1|1|0|1|32.5|3|-1|1|1|1|1|0|2
96435075|M|28|162|1|0.0|1|-1|0|0.0|1|5.0|1|0|1|-1|26.5|1|0|-1|1|1|1|1|0
2755999|M|51|160|2|0.0|1|-1|1|0.0|0|2.0|3|1|1|1|27.5|3|1|0|1|1|0|0|2
19636278|M|31|156|2|0.0|1|-1|0|0.0|0|2.0|1|0|1|0|27.0|0|0|0|0|0|0|0|5
4127127|M|32|162|2|-1.0|1|0|0|0.0|0|0.0|0|0|1|0|25.5|1|0|-1|0|0|0|0|3
35455304|M|24|168|3|-1.0|1|-1|0|0.0|0|3.0|3|0|0|0|-1.0|0|0|0|0|0|0|0|5
17641647|M|44|170|2|0.0|1|-1|0|-1.0|0|3.0|1|1|-1|1|29.0|1|0|0|1|1|1|1|2
2820692|M|32|158|5|-1.0|1|-1|0|0.0|0|5.0|3|1|1|0|22.0|0|0|0|0|0|0|0|5
3952707|M|30|165|2|0.0|1|-1|0|0.0|0|3.0|1|-1|1|0|27.5|3|1|0|0|0|1|1|5
13709634|M|30|160|3|-1.0|1|0|0|0.0|0|0.0|0|0|0|0|-1.0|3|0|1|0|0|0|0|3
